PO Number,Order Date,Requested Delivery Date,Customer Name,Vendor Name,Sold To ID,Sales Org,Order Type,SO Rule,Ship To ID,Ship To Name,Customer Number,Material Description,Quantity,Unit,Delivery Date,Internal Material Code,Customer Material Code,Extracted Material Code,Customer Group 2,SO Grouping Rule,Employee Responsible,Email Responsible,Sender Email,Source File,Run Timestamp
BE26-00273,13-04-2026,04-05-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,04-05-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00273.pdf,29-07-2026 23:46
BE26-00273,13-04-2026,04-05-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,05-05-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00273.pdf,29-07-2026 23:46
BE26-00273,13-04-2026,04-05-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,06-05-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00273.pdf,29-07-2026 23:46
BE26-00273,13-04-2026,04-05-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,07-05-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00273.pdf,29-07-2026 23:46
BE26-00273,13-04-2026,04-05-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,08-05-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00273.pdf,29-07-2026 23:46
BE26-00273,13-04-2026,04-05-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,11-05-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00273.pdf,29-07-2026 23:46
BE26-00273,13-04-2026,04-05-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,12-05-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00273.pdf,29-07-2026 23:46
BE26-00273,13-04-2026,04-05-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,13-05-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00273.pdf,29-07-2026 23:46
BE26-00273,13-04-2026,04-05-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,15-05-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00273.pdf,29-07-2026 23:46
BE26-00273,13-04-2026,04-05-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,18-05-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00273.pdf,29-07-2026 23:46
BE26-00273,13-04-2026,04-05-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,19-05-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00273.pdf,29-07-2026 23:46
BE26-00273,13-04-2026,04-05-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,20-05-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00273.pdf,29-07-2026 23:46
BE26-00273,13-04-2026,04-05-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,21-05-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00273.pdf,29-07-2026 23:46
BE26-00273,13-04-2026,04-05-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,22-05-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00273.pdf,29-07-2026 23:46
BE26-00273,13-04-2026,04-05-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,26-05-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00273.pdf,29-07-2026 23:46
BE26-00273,13-04-2026,04-05-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,27-05-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00273.pdf,29-07-2026 23:46
BE26-00273,13-04-2026,04-05-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,28-05-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00273.pdf,29-07-2026 23:46
BE26-00273,13-04-2026,04-05-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,29-05-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00273.pdf,29-07-2026 23:46
BE25-00614,17-09-2025,14-10-2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,24000,KG,14-10-2025,11284,111102 SILO,111102,Z01,ONE SO PER PO,,,,BestellungBE25-00614_20260211164808.475_X.pdf,29-07-2026 23:46
BE25-00614,17-09-2025,14-10-2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,24000,KG,16-10-2025,11284,111102 SILO,111102,Z01,ONE SO PER PO,,,,BestellungBE25-00614_20260211164808.475_X.pdf,29-07-2026 23:46
BE25-00614,17-09-2025,14-10-2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,24000,KG,21-10-2025,11284,111102 SILO,111102,Z01,ONE SO PER PO,,,,BestellungBE25-00614_20260211164808.475_X.pdf,29-07-2026 23:46
BE25-00614,17-09-2025,14-10-2025,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,24000,KG,28-10-2025,11284,111102 SILO,111102,Z01,ONE SO PER PO,,,,BestellungBE25-00614_20260211164808.475_X.pdf,29-07-2026 23:46
1.2108E+11,05-11-2025,16-12-2025,Fuyu Electronical Technology (Huaia,Envalior B.V.,4020010504,2730,TA,X,4020028173,Huai'an Xinning public bonded wareh,4020010504,DSM PA4T TX1 NAT 73117PB PA4T TX1 NATURAL,3000,KG,16-12-2025,48031,901-02M8-002,901-02M8-002,-,SEPARATE SO PER ITEM,,,,dc85616a-fe9d-4b5c-a902-f43b3eb7b485.pdf,29-07-2026 23:46
1013679682,28-07-2025,25-09-2025,上海莫仕连接器有限公司,Envalior B.V.,4020010375,2700,TA,X,4020034958,莫仕上海DSV仓库,4020010375,PA4T NYLON 30% GF BLACK UL94V-0 / DSM FORTII F11-BLK BLACK,2000,KG,25-09-2025,47994,899921682,899921682,-,SEPARATE SO PER ITEM,,,,Molex PO1013679682_20250728_031508.pdf,29-07-2026 23:46
1014253006,15-12-2025,16-01-2026,Molex Japan LLC (日本モレックス合同会社),Envalior B.V.,,,TA,O,,,,ENVALIOR STANYL TS250F6D-NC NATURAL / PA46 NYLON 30% GF NATURAL UL94V-0,1000,KG,16-01-2026,,,899920793,,SEPARATE SO PER ITEM,,,,Molex+PO1014253006_20251215_033952.pdf,29-07-2026 23:46
1014253006,15-12-2025,16-01-2026,Molex Japan LLC (日本モレックス合同会社),Envalior B.V.,,,TA,O,,,,ENVALIOR STANYL TS250F6D-NC NATURAL / PA46 NYLON 30% GF NATURAL UL94V-0,1000,KG,26-01-2026,,,899920793,,SEPARATE SO PER ITEM,,,,Molex+PO1014253006_20251215_033952.pdf,29-07-2026 23:46
1014340779,08-01-2026,16-01-2026,Molex Japan LLC (日本モレックス合同会社),Envalior B.V.,,,TA,O,,,,"PA46 NYLON 50% GF BLACK UL94HB | MPN: ENVALIOR, STANYL_46HF4550_11000_BLACK",300,KG,16-01-2026,,,899921583,,SEPARATE SO PER ITEM,,,,Molex+PO1014340779_20260108_081117.pdf,29-07-2026 23:46
1014374731,16-01-2026,28-01-2026,Molex Japan LLC (Kagoshima Factory),Envalior B.V.,,,TA,O,,,,ENVALIOR STANYL_46HF4550_11000_BLACK / PA46 NYLON 50% GF BLACK UL94HB,25000,KG,28-01-2026,,,899921583,,SEPARATE SO PER ITEM,,,,Molex+PO1014374731_20260116_113413.pdf,29-07-2026 23:46
1014458377,05-02-2026,19-02-2026,Molex Japan LLC (日本モレックス合同会社),Envalior B.V.,,,TA,O,,,,PA46 NYLON 30% GF BLACK UL94V-0 / ENVALIOR STANYL TS250F6D-9B0040 BLACK,100,KG,19-02-2026,,,899920756,,SEPARATE SO PER ITEM,,,,Molex+PO1014458377_20260205_042506.pdf,29-07-2026 23:46
1014458377,05-02-2026,19-02-2026,Molex Japan LLC (日本モレックス合同会社),Envalior B.V.,,,TA,O,,,,PA46 NYLON 30% GF BLACK UL94V-0 / ENVALIOR STANYL TS250F6D-9B0040 BLACK,200,KG,06-04-2026,,,899920756,,SEPARATE SO PER ITEM,,,,Molex+PO1014458377_20260205_042506.pdf,29-07-2026 23:46
1014374731,16-01-2026,28-01-2026,MOLEX LLC,Envalior B.V.,4020004609,2600,TA,O,4020034691,MOLEX ELPASO/WOODHEAD,4020004609,PA46 NYLON 50% GF BLACK UL94HB,25000,KGM,28-01-2026,,,STANYL_46HF4550_11000_BLACK,-,SEPARATE SO PER ITEM,,,,MOLEX2.pdf,29-07-2026 23:46
1014340779,08-01-2026,16-01-2026,MOLEX LLC,Envalior B.V.,4020004609,2600,TA,O,4020034691,MOLEX ELPASO/WOODHEAD,4020004609,PA46 NYLON 50% GF BLACK UL94HB,300000,KGM,16-01-2026,,,STANYL_46HF4550_11000_BLACK,-,SEPARATE SO PER ITEM,,,,MOLEX3.pdf,29-07-2026 23:46
OA26/1193,27-04-2026,25-06-2026,Ergotech Srl a socio unico,Envalior B.V.,,,TA,O,,,,STANYL TW 200 F3 BK (PA46-GF15) bags - IN CONFORMITA' ALLA NORMATIVA UNI: PA66 UNI ISO 1043 01-2002,1375,KG,25-06-2026,,,8PA-159,,SEPARATE SO PER ITEM,,,,OA_OA26_1193_ENVALIORIT.pdf,29-07-2026 23:46
OA26/1194,27-04-2026,26-06-2026,Ergotech Srl a socio unico,Envalior B.V.,,,TA,O,,,,POCAN B 3233 HR NERO 901510 (PBT+30FV) - IN CONFORMITA' ALLA NORMATIVA UNI: PBT UNI ISO 1043 01-2002,10000,KG,26-06-2026,,,8PBT028,,SEPARATE SO PER ITEM,,,,OA_OA26_1194_ENVALIORIT.pdf,29-07-2026 23:46
OA26/1196,27-04-2026,16-06-2026,Ergotech Srl a socio unico,Envalior B.V.,,,TA,O,,,,DURETHAN BKV40H3.0 000000 NAT - IN CONFORMITA' ALLA NORMATIVA UNI PA6 UNI ISO 1043 01-2002,3000,KG,16-06-2026,,,8PA-227,,SEPARATE SO PER ITEM,,,,OA_OA26_1196_ENVALIORIT.pdf,29-07-2026 23:46
OA26/1197,27-04-2026,17-06-2026,Ergotech Srl a socio unico,Envalior B.V.,,,TA,O,,,,Stanyl TW341 11000 10821 - IN CONFORMITA' ALLA NORMATIVA UNI: PA46 UNI ISO 1043 01-2002,6850,KG,17-06-2026,,,8PA-193,,SEPARATE SO PER ITEM,,,,OA_OA26_1197_ENVALIORIT.pdf,29-07-2026 23:46
OA26/1198,27-04-2026,14-07-2026,Ergotech Srl a socio unico,Envalior B.V.,,,TA,O,,,,Durethan BKV40 H2.0 NERO 901510 - IN CONFORMITA' ALLA NORMATIVA UNI PA6 UNI ISO 1043 01-2002,15000,KG,14-07-2026,,,8PA-226,,SEPARATE SO PER ITEM,,,,OA_OA26_1198_ENVALIORIT.pdf,29-07-2026 23:46
41204,26-05-2004,26-10-2027,STEBRO PLAST AB,Envalior B.V.,4020032023,2500,TA,X,4020032023,STEBRO PLAST AB,4020032023,Akulon K-MB UF IM 99.99.99 (Neukleringsmedel K-MB UF IM),3.58,KG,26-10-2027,8947,5641,8947,-,SEPARATE SO PER ITEM,,,,Purchase order 41204.pdf,29-07-2026 23:46
41246,26-05-2005,26-08-2025,STEBRO PLAST AB,Envalior B.V.,4020032023,2500,TA,O,4020032023,STEBRO PLAST AB,4020032023,Akulon K224-PG3 OR51612/Durethan BKV2 orange TRIAL - Your part number: 61165 TRIAL Orange PG3 15% GF Akulon K224-PG3 TRIAL OR 51612/71109-Durethan BKV215D 205038 BC110X,3300,KG,26-08-2025,,,5806,-,SEPARATE SO PER ITEM,,,,Purchase order 41246.pdf,29-07-2026 23:46
41247,26-05-2005,26-08-2011,STEBRO PLAST AB,Envalior B.V.,4020032023,2500,TA,X,4020032023,STEBRO PLAST AB,4020032023,Akulon K224-PG3 nature/Durethan BKV215D (PA6) - 15% GF,9900,KG,26-08-2011,29476,5343,5343,-,SEPARATE SO PER ITEM,,,,Purchase order 41247.pdf,29-07-2026 23:46
4682803,05-02-2026,03-03-2026,ECOFORM MULTIFOL,Envalior B.V.,E01514,,TA,O,,,E01514,PA-AKULON F132-E1 SILO DSM,25000,KG,03-03-2026,,,8305515,,SEPARATE SO PER ITEM,,,,"SÜDPACK-Bestellung 4682803, vom 05.02.2026.PDF",29-07-2026 23:46
4682803,05-02-2026,03-03-2026,ECOFORM MULTIFOL,Envalior B.V.,E01514,,TA,O,,,E01514,PA-AKULON F132-E1 SILO DSM,25000,KG,04-03-2026,,,8305515,,SEPARATE SO PER ITEM,,,,"SÜDPACK-Bestellung 4682803, vom 05.02.2026.PDF",29-07-2026 23:46
4682803,05-02-2026,03-03-2026,ECOFORM MULTIFOL,Envalior B.V.,E01514,,TA,O,,,E01514,PA-AKULON F132-E1 SILO DSM,25000,KG,05-03-2026,,,8305515,,SEPARATE SO PER ITEM,,,,"SÜDPACK-Bestellung 4682803, vom 05.02.2026.PDF",29-07-2026 23:46
4682803,05-02-2026,03-03-2026,ECOFORM MULTIFOL,Envalior B.V.,E01514,,TA,O,,,E01514,PA-AKULON F132-E1 SILO DSM,25000,KG,06-03-2026,,,8305515,,SEPARATE SO PER ITEM,,,,"SÜDPACK-Bestellung 4682803, vom 05.02.2026.PDF",29-07-2026 23:46
4682803,05-02-2026,03-03-2026,ECOFORM MULTIFOL,Envalior B.V.,E01514,,TA,O,,,E01514,PA-AKULON F132-E1 SILO DSM,25000,KG,09-03-2026,,,8305515,,SEPARATE SO PER ITEM,,,,"SÜDPACK-Bestellung 4682803, vom 05.02.2026.PDF",29-07-2026 23:46
4682803,05-02-2026,03-03-2026,ECOFORM MULTIFOL,Envalior B.V.,E01514,,TA,O,,,E01514,PA-AKULON F132-E1 SILO DSM,25000,KG,10-03-2026,,,8305515,,SEPARATE SO PER ITEM,,,,"SÜDPACK-Bestellung 4682803, vom 05.02.2026.PDF",29-07-2026 23:46
4690661,01-04-2026,23-07-2026,ECOFORM MULTIFOL,Envalior B.V.,E01514,,TA,O,,,E01514,PA-AKULON F132-E1 SILO DSM,25000,KG,23-07-2026,,,8305515,,SEPARATE SO PER ITEM,,,,"SÜDPACK-Bestellung 4690661, vom 01.04.2026.PDF",29-07-2026 23:46
4690661,01-04-2026,23-07-2026,ECOFORM MULTIFOL,Envalior B.V.,E01514,,TA,O,,,E01514,PA-AKULON F132-E1 SILO DSM,25000,KG,27-07-2026,,,8305515,,SEPARATE SO PER ITEM,,,,"SÜDPACK-Bestellung 4690661, vom 01.04.2026.PDF",29-07-2026 23:46
4690661,01-04-2026,23-07-2026,ECOFORM MULTIFOL,Envalior B.V.,E01514,,TA,O,,,E01514,PA-AKULON F132-E1 SILO DSM,25000,KG,28-07-2026,,,8305515,,SEPARATE SO PER ITEM,,,,"SÜDPACK-Bestellung 4690661, vom 01.04.2026.PDF",29-07-2026 23:46
4690661,01-04-2026,23-07-2026,ECOFORM MULTIFOL,Envalior B.V.,E01514,,TA,O,,,E01514,PA-AKULON F132-E1 SILO DSM,25000,KG,29-07-2026,,,8305515,,SEPARATE SO PER ITEM,,,,"SÜDPACK-Bestellung 4690661, vom 01.04.2026.PDF",29-07-2026 23:46
4690661,01-04-2026,23-07-2026,ECOFORM MULTIFOL,Envalior B.V.,E01514,,TA,O,,,E01514,PA-AKULON F132-E1 SILO DSM,25000,KG,30-07-2026,,,8305515,,SEPARATE SO PER ITEM,,,,"SÜDPACK-Bestellung 4690661, vom 01.04.2026.PDF",29-07-2026 23:46
4690661,01-04-2026,23-07-2026,ECOFORM MULTIFOL,Envalior B.V.,E01514,,TA,O,,,E01514,PA-AKULON F132-E1 SILO DSM,25000,KG,31-07-2026,,,8305515,,SEPARATE SO PER ITEM,,,,"SÜDPACK-Bestellung 4690661, vom 01.04.2026.PDF",29-07-2026 23:46
4674421,26-11-2025,11-12-2025,ECOFORM MULTIFOL,Envalior B.V.,E01514,,TA,O,,,E01514,PA-AKULON F132-E1 OCTABIN DSM,22000,KG,11-12-2025,,,8305516,,SEPARATE SO PER ITEM,,,,"SÜDPACK-Bestellung4674421,vom26.11.2025_20260212081032.720_X.pdf",29-07-2026 23:46
4674421,26-11-2025,11-12-2025,ECOFORM MULTIFOL,Envalior B.V.,E01514,,TA,O,,,E01514,PA-AKULON F132-E1 OCTABIN DSM,22000,KG,15-12-2025,,,8305516,,SEPARATE SO PER ITEM,,,,"SÜDPACK-Bestellung4674421,vom26.11.2025_20260212081032.720_X.pdf",29-07-2026 23:46
4500297688,08-01-2026,18-02-2026,Wipak Walsrode GmbH,Envalior B.V.,4020036739,2500,KB,X,4020043517,Wipak Walsrode GmbH,4020036739,"Akulon XS36-C1, Octabin, CONSIGNMENT MATERIAL, Delivery according to delivery specification dated 2024-04-24",22000,KG,18-02-2026,38779,510000302,510000302,-,SEPARATE SO PER ITEM,,,,"Wipak Purchase Order 4500297688, 500009, 08.01.202.PDF",29-07-2026 23:46
4500297688,08-01-2026,18-02-2026,Wipak Walsrode GmbH,Envalior B.V.,4020036739,2500,KB,X,4020043517,Wipak Walsrode GmbH,4020036739,"Akulon XS36-C1, Octabin, CONSIGNMENT MATERIAL, Delivery according to delivery specification dated 2024-04-24",22000,KG,26-02-2026,38779,510000302,510000302,-,SEPARATE SO PER ITEM,,,,"Wipak Purchase Order 4500297688, 500009, 08.01.202.PDF",29-07-2026 23:46
4500289843,23-09-2025,22-10-2025,Wipak Walsrode GmbH,Envalior B.V.,4020036739,2500,KB,X,4020043517,Wipak Walsrode GmbH,4020036739,"Akulon XS36-C1, Octabin, CONSIGNMENT MATERIAL, Delivery according to delivery specification dated 2024-04-24",22000,KG,22-10-2025,38779,510000302,510000302,-,SEPARATE SO PER ITEM,,,,Wipak Walsrode (Sold-to 4020036739 - Material 38779) - ORDER TYPE KB.PDF,29-07-2026 23:46
CD80079B,23-01-2026,17-02-2026,PASS & SEYMOUR/LEGRAND,Envalior B.V.,4020004601,2600,TA,O,4020022788,BEAR PLASTICS,4020004601,"NYLON, UNFILLED, TYPE6, WHITE, CHEM RECY",40500,LB,17-02-2026,,,11022432,-,SEPARATE SO PER ITEM,,,,body_AAMkAGEz_FW_ CD80079B Rel. 766.txt,29-07-2026 23:46
BE-25-01212,09-05-2025,,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,F-X22092,,,,,,60477,Z01,ONE SO PER PO,,,,body_AAMkAGEz_FW_ MF__WG_ Bestellung BE-25-01212.txt,29-07-2026 23:46
1014253006,15-12-2025,16-01-2026,MOLEX LLC,Envalior B.V.,4020004609,2600,TA,O,4020034691,MOLEX ELPASO/WOODHEAD,4020004609,PA46 NYLON 30% GF NATURAL UL94V-0 / ENVALIOR STANYL TS250F6D-NC NATURAL,1000,KGM,16-01-2026,,,STANYL_TS250F6D_NC_NATURAL,-,SEPARATE SO PER ITEM,,,,"body_AAMkAGEz_FW_ Molex, LLC sent a new Purchase Order 1014253006.txt",29-07-2026 23:46
1014253006,15-12-2025,16-01-2026,MOLEX LLC,Envalior B.V.,4020004609,2600,TA,O,4020034691,MOLEX ELPASO/WOODHEAD,4020004609,PA46 NYLON 30% GF NATURAL UL94V-0 / ENVALIOR STANYL TS250F6D-NC NATURAL,1000,KGM,26-01-2026,,,STANYL_TS250F6D_NC_NATURAL,-,SEPARATE SO PER ITEM,,,,"body_AAMkAGEz_FW_ Molex, LLC sent a new Purchase Order 1014253006.txt",29-07-2026 23:46
1014340779,08-01-2026,16-01-2026,MOLEX LLC,Envalior B.V.,4020004609,2600,TA,O,4020034691,MOLEX ELPASO/WOODHEAD,4020004609,PA46 NYLON 50% GF BLACK UL94HB,300,KGM,16-01-2026,,,STANYL_46HF4550_11000_BLACK,-,SEPARATE SO PER ITEM,,,,"body_AAMkAGEz_FW_ Molex, LLC sent a new Purchase Order 1014340779.txt",29-07-2026 23:46
1014374731,16-01-2026,28-01-2026,MOLEX LLC,Envalior B.V.,4020004609,2600,TA,O,4020034691,MOLEX ELPASO/WOODHEAD,4020004609,PA46 NYLON 50% GF BLACK UL94HB,25,KGM,28-01-2026,,,STANYL_46HF4550_11000_BLACK,-,SEPARATE SO PER ITEM,,,,"body_AAMkAGEz_FW_ Molex, LLC sent a new Purchase Order 1014374731.txt",29-07-2026 23:46
1014458377,05-02-2026,19-02-2026,MOLEX LLC,Envalior B.V.,4020004609,2600,TA,O,4020034691,MOLEX ELPASO/WOODHEAD,4020004609,PA46 NYLON 30% GF BLACK UL94V-0 / ENVALIOR STANYL TS250F6D-9B0040 BLACK,100,KGM,19-02-2026,,,STANYL_TS250F6D_9B0040_BLACK,-,SEPARATE SO PER ITEM,,,,"body_AAMkAGEz_FW_ Molex, LLC sent a new Purchase Order 1014458377.txt",29-07-2026 23:46
1014458377,05-02-2026,19-02-2026,MOLEX LLC,Envalior B.V.,4020004609,2600,TA,O,4020034691,MOLEX ELPASO/WOODHEAD,4020004609,PA46 NYLON 30% GF BLACK UL94V-0 / ENVALIOR STANYL TS250F6D-9B0040 BLACK,200,KGM,06-04-2026,,,STANYL_TS250F6D_9B0040_BLACK,-,SEPARATE SO PER ITEM,,,,"body_AAMkAGEz_FW_ Molex, LLC sent a new Purchase Order 1014458377.txt",29-07-2026 23:46
PH601610B,14-01-2026,10-04-2026,PASS & SEYMOUR/LEGRAND,Envalior B.V.,4020004601,2600,TA,X,4020022788,BEAR PLASTICS,4020004601,"NYLON 6, UNFILLED, IVORY",15000,LB,10-04-2026,11886,1100941,1100941,-,SEPARATE SO PER ITEM,,,,body_AAMkAGEz_FW_ PH601610B Rel. 630.txt,29-07-2026 23:46
